"","id","date","screen_name","text","pre_processed_text","rt","like"
"66947",66947,2020-04-26,"raseyoo","Gua anak rantau di jogja gara2 corona gabisa pulang ke bekasi, setiap sahur selalu di bangunin sama tetangga sebelah yg senasip<U+0001F642>","gua anak rantau jogja gara corona gabisa pulang bekasi sahur bangunin tetangga sebelah yg senasip",0,3
"88207",88207,2020-04-26,"cindy_inding","@manusia_kv @rezkybims Numpang iklan juga, lagi promo covid19 https://t.co/wQ9nZO5Eot","numpang iklan promo covid",0,1
"25148",25148,2020-04-27,"sdghumaspol","7 Langkah Sederhana Cegah Covid - 19

#dirumahaja
#dirumahsaja
#LH87
#bagimunegeri
#LawanCovid19
#BersamaLawanCovid19
#PolriPeduliCovid19 https://t.co/MQk94f4waZ","langkah sederhana cegah covid",0,0
"9041",9041,2020-04-27,"iqbal67260363","Sir mere papa delhi mai ek Auto Driver hai or unke paas DL&amp;PSV Badge Number hai  Aap jo Corona raht found 5000<U+0930><U+0942><U+092A><U+092F><U+093E> ka jo sujhab Driver ke liye  chlaye hai un form ko jab mai apply karta hu too Record Not Found For DL numbarEntered By You bta rha hai Sir mai bhut din se Presan h https://t.co/Y2d8o35jBO","sir mere papa delhi mai ek auto driver hai or unke paas dl amp psv badge number hai aap jo corona raht found ka jo sujhab driver liye chlaye hai un form ko jab mai apply karta hu too record not found for dl numbarentered by you bta rha hai sir mai bhut din presan h",0,0
"101602",101602,2020-04-26,"thinbluelies","tapi yang bikin gua makin sedih, berita tentang bokap gua yang odp udah terlanjur sampe ke telinga tetangga. bahkan pas nyokap gua ke warung, pada nanyain ke nyokap ""pak agus itu odp ya?"". dan nyokap udah jelasin ke orang orang kalo bokap gua kispa bukan corona, tapi ttp aja pa-","bikin gua sedih berita bokap gua odp udah terlanjur sampe telinga tetangga pas nyokap gua warung nanyain nyokap agus odp ya nyokap udah jelasin orang orang kalo bokap gua kispa corona ttp aja pa",0,0
"33193",33193,2020-04-27,"GolichaQalicha","@ntvkenya Wathiri ya covid 19","wathiri ya covid",0,0
"22875",22875,2020-04-27,"Ardians57098247","Gara gara corona janji menjadi dusta
Asmara menjadi merana
Pesta pora menjadi porak poranda
luka tambah sengsara
Dan kamu menjadi miliknya

#dirumahaja https://t.co/PZczeNKk14","gara gara corona janji dusta asmara merana pesta pora porak poranda luka sengsara miliknya",0,2
"41043",41043,2020-04-27,"Polsekmaratua","PENGUMUMAN PENTING!
.
Polres Berau Percepatan Penanganan Covid-19
.
Begi Masyarakat Tidak Mampu dan Belum Menerima Bansos di Wilayah Berau Baik Yg Memiliki KTP atau Tidak
.
Dapat Mengubungi Nomor… https://t.co/83RqUMguyA","pengumuman polres berau percepatan penanganan covid begi masyarakat menerima bansos wilayah berau yg memiliki ktp mengubungi nomor…",0,0
"78531",78531,2020-04-26,"p_politik","https://t.co/juvptxFL93

Kota Makassar kini masuk dalam zona merah penyebaran virus corona baru (COVID-19).","",2,4
"70968",70968,2020-04-26,"bryannjalu","Seneng bisa berbagi untuk malam hari ini walaupun cuman sedikit heheheh #Alhamdulillah #bersyukur #COVID19 Malam https://t.co/FefnEFTxwI","seneng berbagi malam cuman heheheh malam",0,2
"79219",79219,2020-04-26,"amelindayyyy","@heyagungw tapi corona nya suru pergi dulu","corona nya suru pergi",0,0
"76096",76096,2020-04-26,"kostjakarta","Sewa Rumah Gress 2 Lantai View Alam Terbuka Tenang, Sehat, Bebas Corona, Ada Parkir Mobil di Ciumbuleuit Bandung https://t.co/DWAY6JICk1","sewa rumah gress lantai view alam terbuka tenang sehat bebas corona parkir mobil ciumbuleuit bandung",0,0
"20315",20315,2020-04-27,"BatamPos","Kini Bisa Skrining Mandiri Covid-19 di Aplikasi BPJS Kesehatan https://t.co/IoURrFT7VN https://t.co/07CeBFyw16","skrining mandiri covid aplikasi bpjs kesehatan",0,1
"42450",42450,2020-04-27,"SupiakAjaib","@infoSumbar Masuakan k dalam sarang corona","masuakan k sarang corona",0,0
"16021",16021,2020-04-27,"alennzz","random bgt tbtb pengen nonton konser kunto aji,ayo corona cepet pergi.","random bgt tbtb pengen nonton konser kunto aji ayo corona cepet pergi",0,3
"60355",60355,2020-04-27,"m18895","Kapan Wabah Corona di Indonesia Berakhir? Ini 5 Prediksi yang Pernah Dibuat Bebe  https://t.co/2Wn5dbLcE4","wabah corona indonesia prediksi bebe",0,0
"13626",13626,2020-04-27,"sindhusnugroho","Semakin kesini apalagi setelah musim corona ini saya baru sadar ternyata ""mabok agama"" itu beneran ada.","kesini musim corona sadar mabok agama beneran",0,0
"12647",12647,2020-04-27,"srishubhambjp","Do gaj doori hai bohot zaroori: PM Narendra Modi shares tips to limit Covid-19 spread
https://t.co/xckfQJDTNZ

via NaMo App https://t.co/Ko4GNR4ILV","do gaj doori hai bohot zaroori pm narendra modi shares tips to limit covid spread",0,0
"37734",37734,2020-04-27,"FOREXimf","Baca lengkapnya tentang keuntungan #TradingEmas di situasi ekonomi seperti sekarang disini : https://t.co/xOvttbNSfN kalau mau tanya-tanya, silakan ya! https://t.co/OoQsbUHGmF","baca lengkapnya keuntungan situasi ekonomi",0,0
"100194",100194,2020-04-26,"munmuniiiii","@_lrnalyan barusan didepan kos ada bapak"" minta kerjaan sama ibu kos tapi ibu kosnya mungkin tidur trus bapaknya nyamperin gua kebetulan gua lg diluar cerita kalo susah banget cari kerjaan gara gara corona, bapaknya cerita cari kerjaan buat beli beras buat (cont..)","barusan didepan kos kerjaan kos kosnya tidur trus bapaknya nyamperin gua gua lg diluar cerita kalo susah banget cari kerjaan gara gara corona bapaknya cerita cari kerjaan beli beras cont",0,1
"57832",57832,2020-04-27,"NurIchs85194019","@ridwanhr Ya jelas di bully..wajar vietnam di bully karena vietnam merupakan contoh dan gambaran negara yg sukses menyelamatkan warganya dari corona..dan sekaligus cermin bagi negara lain yg gagal...ini yg membuat dada sesak","ya bully wajar vietnam bully vietnam contoh gambaran negara yg sukses menyelamatkan warganya corona cermin negara yg gagal yg dada sesak",0,1
"40730",40730,2020-04-27,"Cacap_","Berita ini dilihat akan memberi ilham kepada saintis untuk membina formula vaksin covid 19 https://t.co/4Xrw2Xu9b3","berita ilham saintis membina formula vaksin covid",0,0
"77058",77058,2020-04-26,"baruspeople","Udah corona, banyak maling, sidang online!!!!","udah corona maling sidang online",0,1
"47169",47169,2020-04-27,"NindaHandayani3","@VaniaCiprut @aniesbaswedan mau nantang corona?
#PemdaLemahPSBBGagal","nantang corona",0,0
"47683",47683,2020-04-27,"abangkulat","Apa hal yang akan klean lakukan bila covid-19 kelar","klean lakukan covid kelar",0,1
"37046",37046,2020-04-27,"bernamadotcom","Dapatkan berita sahih &amp; terkini mengenai COVID-19 hanya di https://t.co/snunXn0QnF

#dudukrumah 
#COVID19 https://t.co/aqfnZHV95N","dapatkan berita sahih amp terkini covid",2,0
"8409",8409,2020-04-27,"riauaktual","27-04-2020

Cerita Wartawan Riauaktual di Tengah Pandemi, Hingga Harus Datang Ke Pemakaman di Malam Hari

https://t.co/01muS6gA6n - Pemberitaan tentang corona atau Covid-19 seakan tak ada habisnya. Segala informasi berkaitan… https://t.co/beJ8aauKzY","cerita wartawan riauaktual pandemi pemakaman malam",0,0
"16408",16408,2020-04-27,"Kingcup98276213","Ada bangla mati dekat pasaraya tadi. Masuk2 tengok dah berbungkus plastik hitam.Mungkin suspek Covid-19 agaknya..ramai pulak orang beli barang masa tu, mungkin ada yang tersentuh juga..<U+0001F614><U+0001F614> https://t.co/B22gW1Rlo5","bangla mati pasaraya masuk tengok dah berbungkus plastik hitam suspek covid ramai pulak orang beli barang tu tersentuh",0,1
"102828",102828,2020-04-26,"balai_ii","19. Tema kompetisinya “Post COVID-19: What Would You Eat or Drink?”, jadi teman-teman tidak perlu keluar rumah, cukup bongkar stok foto di smartphone/kamera atau bahkan bisa masak sendiri di rumah

#KumhamPasti
#HariKISedunia
#Kumham09","tema kompetisinya “post covid what would you eat or drink ” teman teman rumah bongkar stok foto smartphone kamera masak rumah",0,0
"82642",82642,2020-04-26,"bisyabrabo","@iqbaaadut corona kak pusing dirmh aja","corona kak pusing dirmh aja",0,0
"27026",27026,2020-04-27,"edasurya","Corona cepat pergi ya, sepatu saya sampai berdebu gara2 gapernah dipake jalan","corona cepat pergi ya sepatu berdebu gara gapernah dipake jalan",0,0
"3547",3547,2020-04-27,"hillow_ecaaa","saya berharap corona segera berakhir sebelum musim berhaji<U+0001F932>","berharap corona musim berhaji",0,1
"55727",55727,2020-04-27,"corona_fairuz","@dairybIink Kwkwkwkw pesek pisan kaya laoshi rita","kwkwkwkw pesek pisan kaya laoshi rita",0,0
"38367",38367,2020-04-27,"pikiran_rakyat","5 WNA asal India di Sleman Dinyatakan Positif COVID-19 Usai Jalani Swab Test https://t.co/MCilxzhm5v","wna india sleman dinyatakan positif covid jalani swab test",0,0
"98736",98736,2020-04-26,"minimousmini","@lugmbl Corona kurang ajr<U+0001F62D><U+0001F62D>","corona ajr",0,0
"56249",56249,2020-04-27,"mysabahfm","Perincian mengenai ""NORMAL BAHARU MASYARAKAT DAN PERNIAGAAN PASCA COVID-19"" bersama Prof. Tan Sri Dato' Seri Dr.Noor Azlan Ghazali (Pengarah Eksekutif Majlis Tindakan Ekonomi) #BicaraNaratif pukul 9.00 malam di 
@tv1_rtm
 | https://t.co/o9hGIW3gBl | #RTMMobile https://t.co/JZDIFHUayH","perincian normal baharu masyarakat perniagaan pasca covid prof tan sri dato seri dr noor azlan ghazali pengarah eksekutif majlis tindakan ekonomi malam",0,0
"62681",62681,2020-04-26,"Abt_magaji","Covid19 in Nigeria 
 ALLAH masanin gaskiya.","covid in nigeria allah masanin gaskiya",0,0
"7257",7257,2020-04-27,"gebiioreoo","@eatsereal ya itu org sman dr corona 
mati kena begal <U+0001F926><U+200D><U+2640><U+FE0F>","ya org sman dr corona mati kena begal",0,0
"79722",79722,2020-04-26,"shittysyit","@collegemenfess halooo?? br keluar dr goa lu nyet???
corona sygquh, tdkkah kau pake otakmu? <U+0001F64F>","halooo br dr goa lu nyet corona sygquh tdkkah kau pake otakmu",0,0
"87730",87730,2020-04-26,"HukumOnline","Perppu No. 1 Tahun 2020 dinilai bermasalah secara fungsi keberlakuannya; fungsi anggaran DPR bakal hilang jika Perppu disetujui DPR. 
https://t.co/zNlUjz3lag","perppu no dinilai bermasalah fungsi keberlakuannya fungsi anggaran dpr hilang perppu disetujui dpr",7,15
"88786",88786,2020-04-26,"batuanbekyu","@tasmaroonn Fix corona selesai dipi nikah","fix corona selesai dipi nikah",0,0
"32216",32216,2020-04-27,"April_laah","Ayolah corona segera berakhir, aku selak jenuh nich.","ayolah corona selak jenuh nich",0,4
"4500",4500,2020-04-27,"SailShameem","https://t.co/pU1ryRSOLL      CORONA FQAT.  DAR FLANE KA TOOL. KAHIN PAK ME ZAHNI MRZ NA BADHA DE....SINDH   WAFAQ SE #DAS.*   GUNA BADA MUJRIM..","",0,0
"76256",76256,2020-04-26,"farmfaiss","@reezal_merican Sebenarnya virus covid ni betul ke tak? Tgk politicians PN punya perangai semua cam dah takde je virus ni. Boleh dah kot slow slow keluar suka hati, right @PDRMsia","virus covid ni tgk politicians pn perangai cam dah takde je virus ni dah kot slow slow suka hati right",0,0
"12939",12939,2020-04-27,"oase_cinta","Pemkab Sukabumi mendirikan check point disetiap perbatasan sukabumi,hal itu dilakukan sebagai upaya untuk pencegahan covid 19 https://t.co/CzPCiXBNlR","pemkab sukabumi mendirikan check point disetiap perbatasan sukabumi upaya pencegahan covid",0,0
"3537",3537,2020-04-27,"datukpancilok","Cc: @jacindaardern @newzealand @NewZealandToday

Jokowi: Coba Tunjukkan Negara Mana yang Lockdown Berhasil Atasi Corona? https://t.co/dmp7KrZpvD","cc jokowi coba tunjukkan negara lockdown berhasil atasi corona",0,2
"106136",106136,2020-04-26,"furiAngg","Cobaan wag keluarga edisi Ramadhan. 

Broadcast bangunin sahur dari paman2.

Setelah pembahasan ttg corona yg bikin kepala puyeng.","cobaan wag keluarga edisi ramadhan broadcast bangunin sahur paman pembahasan ttg corona yg bikin kepala puyeng",0,0
"39933",39933,2020-04-27,"KoHaryoko","Pandemi Covid-19 ternyata tidak hanya membuat orang resah dan ketakutan #JanganNgumpulDosa","pandemi covid orang resah ketakutan",1,1
"82180",82180,2020-04-26,"arifrzbn","Me : *rajin koleksi meme
Covid19 : https://t.co/5K7ZtzpLGI","me rajin koleksi meme covid",0,0
"53921",53921,2020-04-26,"voaindonesia","Dampak Pandemi Corona, Industri Penerbangan Butuh Bantuan Triliunan Rupiah https://t.co/y7fDj83WfH","dampak pandemi corona industri penerbangan butuh bantuan triliunan rupiah",4,6
"30721",30721,2020-04-27,"ariodanan","Menanggapi konspirasi soal virus covid ini gapapa kalo kita percayai itu, tp saran juga jangan anggep enteng korban jiwanya. 

Jangan sampe karna rasa percaya ini ngurangin rasa empati kita. Yu tetep semangat wankawan n sehat slalu!","menanggapi konspirasi virus covid gapapa kalo percayai tp saran anggep enteng korban jiwanya sampe karna percaya ngurangin empati yu tetep semangat wankawan n sehat slalu",0,0
"9045",9045,2020-04-27,"byana___","@gugun6789 Corona mas wkwk","corona mas wkwk",0,0
"75432",75432,2020-04-26,"atikristiana9","@GusNadjb @yoe_nahh @BiroeLangitkoe @NenengEndang <U+0001F602><U+0001F602><U+0001F602>sabar nunggu corona minggat..","sabar nunggu corona minggat",0,1
"84006",84006,2020-04-26,"tralala_trililu","@elbert_julio @CNNIndonesia Lagian positif Covid19 tidak serta merta harus masuk RS. Ingat, kapasitas RS sangat terbatas, org yg tidak terancam nyawanya cukup isolasi mandiri di rumah.","positif covid merta masuk rs kapasitas rs terbatas org yg terancam nyawanya isolasi mandiri rumah",0,0
"16023",16023,2020-04-27,"hanymaulidia_","Selama corona di telpon atau vc duluan aja seneng bgt gue<U+0001F602>","corona telpon vc duluan aja seneng bgt gue",0,0
"62143",62143,2020-04-27,"mrthanen","Hari ke 41: Pembelajaran.

PKP
Maksud tersurat: perintah kawalan pergerakan.
Maksud tersirat : puasa kena penuh.

Fikirkanlah <U+0001F609>
#COVID19 #pkp #Malaysialockdown #dudukdiam","pembelajaran pkp maksud tersurat perintah kawalan pergerakan maksud tersirat puasa kena penuh fikirkanlah",0,0
"71996",71996,2020-04-26,"azrulashraf5","@mqim_11 @ket_syakir @paan08 @dauzsalleh @raja_aizat @abgnazrinzamani @kucinghitam94 @nnda89690715 @nuerolsuehada05 @khalifahAllah94 Virus ke ni haha","virus ni haha",0,0
"47298",47298,2020-04-27,"khumairara","Dis @pledis_17 dengerin dis!!!

STOP JUALAN MULU!! Corona, lu tau Corona ga? Apa lu taunya duit doang? <U+0001F624><U+0001F624><U+0001F624> @pledis_17 https://t.co/bRpWUsL2fO","dis dengerin dis stop jualan mulu corona lu tau corona ga lu taunya duit doang",0,1
"78804",78804,2020-04-26,"hafeez0152","@khurramkibaat kuch nhi baanta inhu ny grade 1 se lky 21 21 grade tak 20 percent corona emergency fund me hr employee ki salary me se ly liye hy. Mre ek janny wali ki salary mw se 9267 Rs kaat liye hy. Laakho employees hy pata nhi paisy kidhr gaye","kuch nhi baanta inhu ny grade lky grade percent corona emergency fund me hr employee ki salary me ly liye hy mre ek janny wali ki salary mw rs kaat liye hy laakho employees hy pata nhi paisy kidhr gaye",0,0
"58392",58392,2020-04-27,"tegas_co","Serius Urus Pandemi Corona, HUT ke- 56 SULTRA Tanpa Perayaan https://t.co/ktmD95je7U https://t.co/6F4uvn7IKq","serius urus pandemi corona hut sultra  perayaan",0,1
"76771",76771,2020-04-26,"VoxPopuliID","Cegah Corona dengan #tidakmudik #janganmudik https://t.co/WJO2RYUlrh","cegah corona",0,0
"48953",48953,2020-04-27,"MarbunSulaiman","Bagaimana agar virus ini tidak menyebar ke komputer lain ? Ya tentunya masing-masing komputer kita putuskan dulu dari koneksi jaringan tersebut. atau didalam jaringan kita pasang firewall,transfer data tetap bisa berjalan namun dengan kriteria tertentu saja.","virus menyebar komputer ya komputer putuskan koneksi jaringan didalam jaringan pasang firewall transfer data berjalan kriteria",1,1
"90388",90388,2020-04-26,"kelolabiru","Ada gitu ya orang lagi puasa puasa gini mana corona masih sempet2 nya selingkuh. Ga ada takut ama azab <U+0001F644>","gitu ya orang puasa puasa gini corona sempet nya selingkuh ga takut ama azab",0,0
"76590",76590,2020-04-26,"bbrighct","Corona kelar gua lrp","corona kelar gua lrp",0,0
"31252",31252,2020-04-27,"medina1053fm","Update Penyebaran Virus Corona di Kab. Garut berdasarkan Info Gugus Tugas Percepatan Penanganan Covid-19 Kab. Garut @pemkab_garut Hari Senin 27 April 2020 °
•
#LawanCovid19 #lawancorona #garutlawancovid19… https://t.co/fOcrnaKPXl","update penyebaran virus corona kab garut berdasarkan info gugus tugas percepatan penanganan covid kab garut senin april • …",0,0
"58543",58543,2020-04-27,"JohnAhmadSarjon","@chicohakim Traweh kan sunnah bukan wajib.. 
Kita ikuti fatwa MUI saja.. Semoga corona lekas berllu aamiin","traweh sunnah wajib ikuti fatwa mui semoga corona lekas berllu aamiin",0,0
"48435",48435,2020-04-27,"LantasResTegal","Juara 3 Penyerahan hadiah Kompetisi Lomba Video, Vlog dan Tiktok terkait kreativitas masyarakat #dirumahaja dalam penanggulangam covid-19 oleh Kapolres Tegal AKBP M. Iqbal Simatupang S.I.K https://t.co/r4gKkOJ87P","juara penyerahan hadiah kompetisi lomba video vlog tiktok terkait kreativitas masyarakat penanggulangam covid kapolres tegal akbp m iqbal simatupang s i k",0,0
"95961",95961,2020-04-26,"adora_dark","I really dont care if u say im ignorant bitch. That who i am. Kan aku dah cakap ratusam kali ke ortu aku kalo yg dari zona merah gaboleh puls. Tapi mereka kekeuh. Emang mereka pengen mati gr2 corona. Aku udh di tahap bodoamat. Kalo anda ingin mati ya silahkan. Bebas","i really dont care if u say im ignorant bitch that who i am dah cakap ratusam kali ortu kalo yg zona merah gaboleh puls kekeuh emang pengen mati gr corona udh tahap bodoamat kalo mati ya silahkan bebas",0,0
"54918",54918,2020-04-27,"MER0KET","@null IDI Berduka, dr Mikhael Robert Meninggal dengan Keluhan Corona Ikatan Dokter Ind  https://t.co/lHidaBRFnh","idi berduka dr mikhael robert meninggal keluhan corona ikatan dokter ind",0,0
"34628",34628,2020-04-27,"hatta_putra","Akhirnya, via https://t.co/zT0TXORv65 sekarang bisa lihat data lengkap perprovinsi.","via",0,2
"35793",35793,2020-04-27,"RizkyEffendi14","@bukanpodddd Indah bgt sebelum corona","indah bgt corona",0,0
"82759",82759,2020-04-26,"moehammadeffye1","@MboensRemeqqq <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923> Corona mari cukrik braksi","corona mari cukrik braksi",0,0
"81574",81574,2020-04-26,"IcuenGensa","Cara Akhiri Pandemi Virus Corona Versi Bill Gates https://t.co/NS0UwKng1W https://t.co/AIOeBxAhRg","pandemi virus corona versi bill gates",0,0
"56881",56881,2020-04-27,"PTSolidGoldSmg","Solid Gold | Stok Beras Selama Puasa dan Lebaran di Tengah Corona Aman? https://t.co/9hmMq6ehfO","solid gold stok beras puasa lebaran corona aman",0,0
"45770",45770,2020-04-27,"HumasTakengon","PEMERIKSAAN KESEHATAN  DAN PENANGANAN COVID-19 DI POS PANTAU RESTRIBUSI  KEC. KEBAYAKAN KAB ACEH TENGAH
#Humaspolresacehtengah
#Humaspolsekkotatakengon https://t.co/3uvgtFTxYb","pemeriksaan kesehatan penanganan covid pos pantau restribusi kec kebayakan kab aceh",0,0
"100724",100724,2020-04-26,"humaspolsekpon1","Patroli satgas kontijensi Polresta Pontianak Kota dan jajaran Polresta Ptk Kota Polsek memberikan himbauan tentang pencegahan penularan Covid-19 kepada warga masyarakat di warkop terminal pasar Siantan Pontianak Utara,  Sabtu, 25/04/2020 malam https://t.co/9pt6ajtroK","patroli satgas kontijensi polresta pontianak kota jajaran polresta ptk kota polsek himbauan pencegahan penularan covid warga masyarakat warkop terminal pasar siantan pontianak utara sabtu malam",0,1
"31649",31649,2020-04-27,"NKemplu","Usia Hidup Pasien Corona Disebut Bisa Terpangkas hingga 13 Tahun https://t.co/VHNK3KqUTf

duh !","usia hidup pasien corona terpangkas",0,0
"52271",52271,2020-04-27,"polsekpasjam2","Kapolsek Pasirjambu Polresta Bandung Bersama Danramil Pasirjambu, Kepala Desa Tenjolaya dan Puskesmas kecamatan Pasirjambu memberikan himbauan kepada warga masyarakat tentang antisipasi penyebaran virus Corona… https://t.co/fin6HjLdrP","kapolsek pasirjambu polresta bandung danramil pasirjambu kepala desa tenjolaya puskesmas kecamatan pasirjambu himbauan warga masyarakat antisipasi penyebaran virus corona…",0,1
"43513",43513,2020-04-27,"mnctrijayafm","Tes swab massal yang diikuti 350 orang ini dilakukan untuk mendeteksi penyebaran virus corona dalam angkutan KRL. #SwabTest #Swab #COVID<U+30FC>19 #Corona 

https://t.co/CsfX9Ggdtb","tes swab massal diikuti orang mendeteksi penyebaran virus corona angkutan krl",5,3
"56366",56366,2020-04-27,"pro1takengon","Lihat info apa yang saya bagikan: Daerah - Disdukcapil Aceh Tengah Tunda Layanan KIA Dalam Masa Pencegahan Covid-19 | Media Radio berita online Terbaru hari ini dan terpercaya @MIUI | https://t.co/UQ0EOgKhxq https://t.co/MwgY4fmIOU","lihat info bagikan daerah disdukcapil aceh tunda layanan kia pencegahan covid media radio berita online terbaru terpercaya",0,0
"20158",20158,2020-04-27,"ProjoRia","@myozhyme @PakatDayak @Pak_GuruSD @nandapradha_ @Aprilaza9 @mamiagarislucu @MalvaSelena Uang tersebut mo buat persiapam perpanjangan SIM..bulan Mei abis,tp dpt dispensasi bs bayar bulan setelahnya usai corona...   #FloresIsTheBest 

Yuu ikutan
@parwotojenggol 
@mistercebong 
@DARMOGATY 
@mmarleyt 
@03__nakula","uang mo persiapam perpanjangan sim mei abis tp dpt dispensasi bs bayar setelahnya corona yuu ikutan",0,4
"37047",37047,2020-04-27,"bernamadotcom","Kebenaran pulang ke kampung, rahmat buat mahasiswa

https://t.co/zaoTazndhK

#COVID19 
#PerintahKawalanPergerakan https://t.co/bmPgstLbsX","kebenaran pulang kampung rahmat mahasiswa",3,15
"101618",101618,2020-04-26,"risnaninda","Tunda dulu mudikmu, jangan mudik sekarang. jangan bawa virus corona ke kampung halamanmu #RelawanBergerakLawanCovid #JanganMudikJauhiCorona https://t.co/wJDqeiXlAO","tunda mudikmu mudik bawa virus corona kampung halamanmu",1,2
"1888",1888,2020-04-27,"vtaecans","@kookiiemiilk YAAMPUN BEB KEMANA AJA<U+0001F62D><U+0001F62D><U+0001F62D> GEGARA CORONA JADI GABISA NGEVENT BARENG YA HIKD<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D>","yaampun beb kemana aja",0,0
"4629",4629,2020-04-27,"chup_shaw","Corona virus;
Leh pakistani,<U+0001F602> https://t.co/Fn0BUXjWGp","corona virus leh pakistani",2,8
"2476",2476,2020-04-27,"kokumisency","Nabi Muhammad aja nyuruh solat di rumah kalo lagi ujan, BAYANGIN, KALO UJAN AJA SURUH DI RUMAH, APALAGI INI YANG VIRUS, COBA MIKIR KALIAN WAHAI MANUSIA, SAYA SUDAH TERLALU ENEK.","nabi muhammad aja nyuruh solat rumah kalo ujan bayangin kalo ujan aja suruh rumah virus coba mikir manusia enek",0,0
"19478",19478,2020-04-27,"Sintya_puspita","Pasien positif covid 19 di Pwj jadi melonjak tajam gara gara jamaah yang habis pulang dari Gowa. Disuruh dirumah aja taunya tetep klayapan. Minta dicabut bulu hidungnya apa gimana sih","pasien positif covid pwj melonjak tajam gara gara jamaah habis pulang gowa disuruh dirumah aja taunya tetep klayapan dicabut bulu hidungnya gimana sih",0,0
"45606",45606,2020-04-27,"kabaganbe","@ps_lukwago @SimonKaggwaNjal Sebyo leka ebyenyanja bikugobe olwokutya okubitwalila risk ya corona","sebyo leka ebyenyanja bikugobe olwokutya okubitwalila risk ya corona",0,0
"8929",8929,2020-04-27,"awalkoe","Kekuatan kemanusiaan, solidaritas dan gotong royong bangsa Indonesia masih tinggi. Ini menyeramkan buat yang menyebarkan Covid19.<U+0001F1EE><U+0001F1E9><U+0001F44D><U+0001F3FC><U+0001F44D><U+0001F3FC>","kekuatan kemanusiaan solidaritas gotong royong bangsa indonesia menyeramkan menyebarkan covid",0,0
"54895",54895,2020-04-27,"elitasp_","@meongkeongjeong Efek corona nih org jahat makin banyak<U+0001F60C>","efek corona nih org jahat",0,0
"60018",60018,2020-04-27,"coworapuhhh","@Asknonym Corona cepet kelar dong kan gue mau bukber sama cimoy","corona cepet kelar gue bukber cimoy",0,1
"25059",25059,2020-04-27,"sahra_ramadhan","Iyaa bisa d atur itu . Apalagi dlaam keadaan pandemi corona yah tambah d mudahkan .. Bemana kandaa <U+0001F940> https://t.co/fetmSs0mtN","iyaa d atur dlaam pandemi corona yah d mudahkan bemana kandaa",0,0
"9857",9857,2020-04-27,"bucttaerflyjun","lagi corona, sempet-sempetnya buat nyuruh ngeprint gt ? wkwk. anjir banget.","corona sempet sempetnya nyuruh ngeprint gt wkwk anjir banget",0,0
"74756",74756,2020-04-26,"standaraja","@inianai Dah lah corona pergi sih sih","dah corona pergi sih sih",0,0
"42334",42334,2020-04-27,"KickbolaNet","Lebih 90 peratus pesakit COVID-19 dirawat secara tradisional di Hubei sembuh - Pakar https://t.co/LOqrJl02JU","peratus pesakit covid dirawat tradisional hubei sembuh pakar",0,0
"93411",93411,2020-04-26,"shamaulina","kalo ga ada corona bala gua udh kedepan ni jajan macem macem","kalo ga corona bala gua udh kedepan ni jajan macem macem",1,0
"13094",13094,2020-04-27,"AbdullHussein10","@moderate_ustaz Tashin sense gobaran gemu ...
No swallow covid-19 oo<U+0001F602><U+0001F923>","tashin sense gobaran gemu no swallow covid oo",0,2
"104676",104676,2020-04-26,"Treylom35","@Al_elijaah <U+0001F62D><U+0001F62D>Ah boy corona bi yakheu na bayy, match koor gui mo dakh lepp","ah boy corona bi yakheu na bayy match koor gui mo dakh lepp",0,0
"59958",59958,2020-04-27,"shehomebing","Ayo Lawan penyebaran virus covid - 19 
Dengan mematuhi peraturan pemerintah untuk memutuskan mata rantai covid - 19. 
#polsekbintanutara
#polresbintan 
#humaspoldakepri 
#polisiindonesia https://t.co/9vU3ki9uJD","ayo lawan penyebaran virus covid mematuhi peraturan pemerintah memutuskan mata rantai covid",0,0
"1498",1498,2020-04-27,"_tattoooo","Aku penasaran keadaan China sekarang. (kurva covid-19)","penasaran china kurva covid",0,0
"82256",82256,2020-04-26,"sketsaonline","Dapur Umum: Bersama Lawan Corona! https://t.co/qsNba0oveB https://t.co/uKAsaLEZP7","dapur lawan corona",0,0
"104857",104857,2020-04-26,"sskaarnt12","kelar corona inshaallah mau thriftingg, gaiss saran tempat thrifting dong selain pasar senen","kelar corona inshaallah thriftingg gaiss saran thrifting pasar senen",0,0
"93744",93744,2020-04-26,"signonmalaysia","PLEASE, #StayAtHome!

Aliatul
Shah Alam, Selangor

#signon #signoncampaign #signonchallenge #covid19 #coronavirus #perintahkawalanpergerakan https://t.co/g9XR9n23VY","please aliatul shah alam selangor",0,0
"84683",84683,2020-04-26,"inidsyou","Hikmah covid19 saat ramadhan, alhamdulillah akhirnya bisa sholat taraweh berjamaah di rumah:')<U+2764> kapan coba terakhir kali sholat berjamaah di rumah...(?)<U+0001F62D> jadi terhura dehhh:')","hikmah covid ramadhan alhamdulillah sholat taraweh berjamaah rumah terhura dehhh",0,0
"59191",59191,2020-04-27,"PosLinggau","Sopir Asal Jambi yang Dirawat di RSUD Sungai Lilin Muba, Positif Covid19 https://t.co/O6UQFEGv1x","sopir jambi dirawat rsud sungai lilin muba positif covid",1,0
